Player,#,Class,Pos,Height,Weight,Hometown,High School,RSCI Top 100,Summary,School
Lamar Wilkerson,3,SR,G,6-4,205.0,"Ashdown, AR",Ashdown (AR),,"21.2 Pts, 3.7 Reb, 2.5 Ast",Indiana
Tucker DeVries,12,SR,G,6-7,210.0,"Waukee, IA",Waukee HS,,"13.8 Pts, 5.3 Reb, 3.2 Ast",Indiana
Reed Bailey,1,SR,F,6-11,210.0,"Harvard, MA",Brewster Academy (NH),,"9.0 Pts, 3.7 Reb, 1.2 Ast",Indiana
Tayton Conerway,6,SR,G,6-3,186.0,"Burleson, TX",Burleson Centennial (TX),,"10.1 Pts, 3.0 Reb, 3.7 Ast",Indiana
Nick Dorn,7,JR,G,6-7,200.0,"Charlotte, NC",Julius L. Chambers (NC),,"8.8 Pts, 2.4 Reb, 0.3 Ast",Indiana
Sam Alexis,4,SR,F,6-9,190.0,"Apopka, FL",Apopka (FL),,"8.1 Pts, 4.8 Reb, 1.2 Ast",Indiana
Trent Sisley,11,FR,F,6-8,225.0,"Santa Claus, IN",Heritage Hills (IN); Montverde Academy (FL),78 (2025),"4.8 Pts, 3.2 Reb, 0.4 Ast",Indiana
Conor Enright,5,SR,G,6-0,170.0,"Mundelein, IL",Mundelein HS,,"4.7 Pts, 3.2 Reb, 4.8 Ast",Indiana
Jasai Miles,0,JR,G,6-6,205.0,"Miami, FL",Miami Country Day (FL),,"1.5 Pts, 1.8 Reb, 0.5 Ast",Indiana
Aleksa Ristic,13,FR,G,6-3,200.0,"Niš, Serbia",KK Dynamic (Serbia),,"0.7 Pts, 0.1 Reb, 0.0 Ast",Indiana
Drew Snively,21,FR,G,6-5,190.0,"Zionsville, IN",Zionsville (IN),,"0.5 Pts, 0.5 Reb, 0.0 Ast",Indiana
Ian Stephens,30,JR,G,6-6,180.0,"New Palestine, IN",New Palestine (IN),,"0.4 Pts, 0.1 Reb, 0.0 Ast",Indiana
Tryce Grensing,18,FR,G,6-0,175.0,"Murfreesboro, TN",Providence Christian (TN),,"0.0 Pts, 0.1 Reb, 0.0 Ast",Indiana
Andrej Acimovic,15,FR,C,6-10,240.0,"Bijeljina, Bosnia and Herzegovina",KK Igokea (Bosnia & Herzegovina),,,Indiana
Jason Drake,2,JR,G,6-2,190.0,"Detroit, MI",Ferndale (MI),,,Indiana
Josh Harris,10,SO,F,6-8,210.0,"Pembroke Pines, FL",Pembroke Pines Charter (FL),,,Indiana
Jordan Rayford,14,JR,G,6-5,200.0,"Washington, DC",Phillips Andover Academy (MA),,,Indiana
Ian Scott,23,SR,F,6-7,220.0,"Plainfield, IN",Plainfield (IN),,"13.6 Pts, 6.5 Reb, 2.5 Ast",Indiana State
Camp Wagner,8,JR,G,6-6,175.0,"Dallas, TX",Highland Park (TX); Link Year Prep (MO),,"11.5 Pts, 4.5 Reb, 1.8 Ast",Indiana State
Sterling Young,0,SR,G,6-1,175.0,"Queens, NY",Miami Prep School (FL),,"10.1 Pts, 1.6 Reb, 1.9 Ast",Indiana State
Xavier Hall,30,SR,G,6-0,185.0,"Shawnee Mission, KS",Bishop Miege (KS),,"7.6 Pts, 1.9 Reb, 4.4 Ast",Indiana State
Bruno Alocen,4,SO,G,6-6,180.0,"Barcelona, Spain",Basquet Manresa (Spain),,"6.3 Pts, 2.8 Reb, 1.3 Ast",Indiana State
Enel St. Bernard,10,JR,F,6-6,215.0,"Harford Village, Grenada",,,"6.0 Pts, 5.5 Reb, 1.0 Ast",Indiana State
Derek Vorst,35,JR,F,6-10,250.0,"Rossford, OH",Rossford (OH),,"8.7 Pts, 4.1 Reb, 1.4 Ast",Indiana State
Markus Harding,11,SR,F,6-10,260.0,"Toronto, Canada",Toronto Basketball Academy (ON),,"8.0 Pts, 3.4 Reb, 0.8 Ast",Indiana State
Jo Van Buggenhout,6,JR,G,6-2,195.0,Belgium,,,"6.1 Pts, 2.2 Reb, 3.1 Ast",Indiana State
Jayan Walker,2,SO,G,6-6,200.0,"Raleigh, NC",Combine Academy (NC),,"2.5 Pts, 1.5 Reb, 0.5 Ast",Indiana State
Hunter Harding,7,JR,C,7-0,245.0,"Toronto, Canada",Royal Crown Academy (ON),,"2.2 Pts, 1.3 Reb, 0.6 Ast",Indiana State
Sivert Nordheim,9,FR,G,6-6,190.0,"Oslo, Norway",,,"1.4 Pts, 0.5 Reb, 0.1 Ast",Indiana State
Cooper Bean,13,SO,G,6-4,170.0,"Noblesville, IN",Noblesville (IN),,"1.6 Pts, 0.2 Reb, 0.6 Ast",Indiana State
Zyair Greene,5,SR,G,6-3,200.0,"Atlanta, GA",Miller Grove (GA),,"2.0 Pts, 0.8 Reb, 0.0 Ast",Indiana State
Caden Huttenlocker,12,JR,G,6-2,185.0,"Ellettsville, IN",Edgewood (IN),,"0.9 Pts, 0.3 Reb, 0.1 Ast",Indiana State
Martin Kaupanger,21,FR,G,6-5,190.0,"Gig Harbor, WA",Annie Wright (WA),,,Indiana State
CJ Anthony,11,SR,G,6-0,195.0,"Columbus, OH",Harvest Prep,,"14.0 Pts, 3.0 Reb, 5.5 Ast",Iona
Toby Harris,30,SR,F,6-8,225.0,"Durham, NC",Durham Academy (NC),,"11.7 Pts, 3.3 Reb, 0.7 Ast",Iona
Lamin Sabally,9,SR,G,6-7,195.0,"Berlin, Germany",Bella Vista Prep (AZ),,"11.3 Pts, 7.9 Reb, 3.1 Ast",Iona
Denver Anglin,2,SR,G,6-1,185.0,"Montclair, NJ",Gill St. Bernard's (NJ),,"9.9 Pts, 1.9 Reb, 1.7 Ast",Iona
Kosy Akametu,13,JR,G,6-5,210.0,"Carson, CA",King Drew (CA),,"9.8 Pts, 4.7 Reb, 0.8 Ast",Iona
Keshawn Williams,0,SR,G,6-3,175.0,"Chicago, IL",Bloom HS,,"8.5 Pts, 3.2 Reb, 1.1 Ast",Iona
Luke Jungers,7,SR,F,6-9,210.0,"Omaha, NE",Creighton Prep (NE),,"4.8 Pts, 1.8 Reb, 0.2 Ast",Iona
Khalil Badru,4,SO,G,6-5,192.0,"New Britain, CT",The Newman School (MA),,"3.2 Pts, 2.5 Reb, 0.2 Ast",Iona
Alliou Fall,44,FR,F,6-10,230.0,"Stockholm, Sweden",,,"2.7 Pts, 3.8 Reb, 1.2 Ast",Iona
Chase Cormier,3,JR,G,6-2,166.0,"Milton, GA",Milton (GA),,"2.3 Pts, 0.7 Reb, 0.4 Ast",Iona
Matthew Reed,1,JR,F,6-9,240.0,"Carrollton, TX",iSchool (TX),,"1.1 Pts, 1.0 Reb, 0.1 Ast",Iona
Connor Horan,31,SO,F,6-8,230.0,"Fairfax, VA",Blue Ridge School (VA),,"0.0 Pts, 0.2 Reb, 0.0 Ast",Iona
Oscar Hourruitiner,12,FR,G,6-0,165.0,"Gurabo, Puerto Rico",DME Academy (FL),,"0.0 Pts, 0.4 Reb, 0.0 Ast",Iona
Deondrea Lindsey,5,FR,F,6-8,212.0,"Knoxville, TN",Knoxville Catholic (TN); Oak Hill Academy (VA),,,Iona
Ore Odutayo,21,FR,F,6-8,210.0,"Albany, NY",Williston Northampton (MA),,,Iona
Marko Pandiloski,16,FR,G,6-6,200.0,"Mississauga, Canada",Hoosac School (NY),,,Iona
Bennett Stirtz,14,SR,G,6-4,180.0,"Liberty, MO",Liberty (MO),,"20.5 Pts, 2.5 Reb, 4.6 Ast",Iowa
Tavion Banks,6,SR,G,6-7,200.0,"Kansas City, MO",Minnesota Prep (MN),,"10.7 Pts, 4.8 Reb, 1.2 Ast",Iowa
Alvaro Folgueiras,7,JR,F,6-9,215.0,"Malaga, Spain",DME Academy (FL),,"8.2 Pts, 3.8 Reb, 2.0 Ast",Iowa
Cooper Koch,8,SO,F,6-8,215.0,"Peoria, IL",Metamora Township (IL),87 (2024),"6.8 Pts, 3.2 Reb, 1.0 Ast",Iowa
Cam Manyawu,3,JR,F,6-9,228.0,"Kansas City, MO",Staley (MO),,"6.5 Pts, 4.4 Reb, 1.0 Ast",Iowa
Tate Sage,24,FR,G,6-7,210.0,"Weatherford, OK",Weatherford (OK),,"6.0 Pts, 2.0 Reb, 0.8 Ast",Iowa
Isaia Howard,23,SO,G,6-5,200.0,"Plattsburg, MO",Plattsburg (MO),,"5.8 Pts, 2.9 Reb, 1.2 Ast",Iowa
Kael Combs,11,JR,G,6-4,190.0,"Nixa, MO",Nixa (MO),,"5.6 Pts, 2.3 Reb, 2.3 Ast",Iowa
Brendan Hausen,15,SR,G,6-4,205.0,"Amarillo, TX",Amarillo (TX),74 (2022),"4.4 Pts, 0.7 Reb, 0.4 Ast",Iowa
Trevin Jirak,27,FR,C,6-11,250.0,"West Des Moines, IA","Valley (West Des Moines, IA)",,"3.9 Pts, 1.0 Reb, 1.1 Ast",Iowa
Joey Matteoni,44,SO,F,6-8,215.0,"Overland Park, KS",Blue Valley Northwest (KS),,"1.5 Pts, 0.6 Reb, 0.3 Ast",Iowa
Jacob Koch,10,SO,G,6-2,180.0,"Iowa City, IA",Iowa City West (IA),,"0.4 Pts, 0.0 Reb, 0.2 Ast",Iowa
Peyton McCollum,5,FR,G,6-2,180.0,"Maryville, MO",Maryville (MO),,,Iowa
Trey Thompson,20,FR,F,6-8,220.0,"Greeneville, TN",Greeneville (TN),,,Iowa
Milan Momcilovic,22,JR,F,6-8,220.0,"Pewaukee, WI",Pewaukee (WI),37 (2023),"18.0 Pts, 3.2 Reb, 1.0 Ast",Iowa State
Joshua Jefferson,5,SR,F,6-8,220.0,"Las Vegas, NV",Liberty (NV),,"16.5 Pts, 7.5 Reb, 5.2 Ast",Iowa State
Tamin Lipsey,3,SR,G,6-1,200.0,"Ames, IA",Ames (IA),,"13.0 Pts, 4.3 Reb, 5.3 Ast",Iowa State
Killyan Toure,27,FR,G,6-3,205.0,"Pamiers, France",ASVEL Basket (France); Brewster Academy (NH),,"9.3 Pts, 3.6 Reb, 2.5 Ast",Iowa State
Blake Buchanan,23,JR,F,6-11,215.0,"Coeur d'Alene, ID",Lake City (ID),75 (2023),"8.3 Pts, 5.8 Reb, 1.5 Ast",Iowa State
Jamarion Batemon,1,FR,G,6-3,195.0,"Milwaukee, WI",Milwaukee Academy of Science (WI),51 (2025),"6.1 Pts, 1.3 Reb, 0.4 Ast",Iowa State
Nate Heise,0,SR,G,6-4,191.0,"Lake City, MN",Lincoln HS,,"5.3 Pts, 3.9 Reb, 1.6 Ast",Iowa State
Dominykas Pleta,21,FR,F,6-11,240.0,"Gotha, Germany",Arnoldi Gymnasium (Germany); MHP Riesen Ludwigsburg (Germany); Porsche Ludwigsburg (Germany),,"4.5 Pts, 2.2 Reb, 0.5 Ast",Iowa State
Dominick Nelson,11,SR,G,6-5,180.0,"Miami, FL",Liberty Heights Athletic Institute (NC),,"4.3 Pts, 1.2 Reb, 0.4 Ast",Iowa State
Cade Kelderman,13,JR,G,6-1,180.0,"Waukee, IA",Waukee Northwest (IA),,"1.2 Pts, 0.3 Reb, 0.9 Ast",Iowa State
Eric Mulder,4,SR,G,6-8,200.0,"Oskaloosa, IA",Pella Christian (IA),,"1.0 Pts, 1.7 Reb, 0.2 Ast",Iowa State
Xzavion Mitchell,55,FR,F,6-6,215.0,"Oshkosh, WI",Oshkosh North (WI),89 (2025),"1.0 Pts, 0.3 Reb, 0.0 Ast",Iowa State
Anthony Rise,7,FR,G,6-0,174.0,"Milwaukee, WI",Brookfield Central (WI),,"0.3 Pts, 0.6 Reb, 0.0 Ast",Iowa State
Mason Williams,2,JR,G,6-5,170.0,"Seattle, WA",O'Dea (WA),,,Iowa State
Kyler D'Augustino,12,JR,G,6-1,195.0,"Albany, OH",Alexander (OH),,"18.8 Pts, 3.1 Reb, 3.5 Ast",IU Indy
Jaxon Edwards,0,SR,G,6-6,195.0,"Indianapolis, IN",Cathedral (IN),,"11.6 Pts, 5.7 Reb, 1.9 Ast",IU Indy
Maguire Mitchell,13,FR,G,6-5,185.0,"Zionsville, IN",Zionsville (IN),,"10.7 Pts, 2.3 Reb, 1.0 Ast",IU Indy
Micah Davis,4,SO,G,6-2,172.0,"Greenwood, IN",Franklin Community (IN),,"9.2 Pts, 2.1 Reb, 3.0 Ast",IU Indy
Finley Woodward,7,SR,F,6-7,215.0,"Bristol, United Kingdom",Spire Academy (OH),,"9.1 Pts, 5.1 Reb, 5.9 Ast",IU Indy
Matt Compas,15,SR,G,6-4,170.0,"Blue Bell, PA",Wissahickon (PA),,"7.5 Pts, 1.2 Reb, 1.4 Ast",IU Indy
Kameron Tinsley,20,SO,F,6-6,180.0,"Roanoke, VA",Cave Spring (VA),,"7.8 Pts, 2.3 Reb, 1.1 Ast",IU Indy
Aiden Miller,23,SO,F,6-8,210.0,"Austin, TX",Prestige Prep (FL),,"5.1 Pts, 4.0 Reb, 1.0 Ast",IU Indy
JP Dragas,5,SO,G,6-0,160.0,"Madison, OH",Madison (OH),,"6.1 Pts, 1.6 Reb, 1.6 Ast",IU Indy
Reece Hagy,1,FR,F,6-8,220.0,"Charlottesville, VA",The Miller School (VA); Air Force Prep (CO),,"2.6 Pts, 2.1 Reb, 0.8 Ast",IU Indy
Lav Cvetkovic',10,SR,F,6-7,210.0,"Novi Sad, Serbia",Spring Creek Academy (TX),,"1.3 Pts, 0.9 Reb, 0.2 Ast",IU Indy
Gabe Stewart,24,FR,F,6-9,225.0,"Daytona Beach, FL",DME Academy (FL),,"1.1 Pts, 2.1 Reb, 0.2 Ast",IU Indy
Corey Boston,2,SR,G,5-10,170.0,"LaFayette, AL",LaFayette (AL),,"1.8 Pts, 0.5 Reb, 0.2 Ast",IU Indy
Ajay Holubar,22,SR,G,6-3,185.0,"Bargersville, IN",Center Grove (IN),,"0.9 Pts, 0.9 Reb, 0.6 Ast",IU Indy
Garrett Sever,11,FR,G,6-3,190.0,"Hilliard, OH",Hilliard Bradley (OH),,"1.0 Pts, 0.3 Reb, 0.7 Ast",IU Indy
Daeshun Ruffin,24,SR,G,5-10,155.0,"Jackson, MS",Callaway HS,46 (2021),"23.6 Pts, 2.8 Reb, 5.7 Ast",Jackson State
Jayme Mitchell,3,SR,G,6-5,187.0,"Jackson, MS",Forest Hill HS,,"14.2 Pts, 5.0 Reb, 0.9 Ast",Jackson State
Dorian McMillian,1,SO,G,6-3,178.0,"Pascagoula, MS",Pascagoula (MS),,"12.3 Pts, 4.4 Reb, 1.5 Ast",Jackson State
Tamarion Hoover,0,SO,G,6-5,165.0,"Yazoo City, MS",Yazoo City (MS),,"5.6 Pts, 2.3 Reb, 0.3 Ast",Jackson State
Devin Ree,4,SR,F,6-8,180.0,"Jackson, MS",Terry (MS); Oak Hill Academy (VA),87 (2022),"4.9 Pts, 2.5 Reb, 0.8 Ast",Jackson State
Dionjahe Thomas,8,JR,F,6-8,230.0,"Houma, LA",Ellender (LA); Legacy School of Sport Sciences (TX),,"4.8 Pts, 5.9 Reb, 0.5 Ast",Jackson State
Raevon Thomas,20,SR,F,6-9,217.0,"Detroit, MI",Summit Academy North (MI),,"3.9 Pts, 3.4 Reb, 0.3 Ast",Jackson State
Delyle Williams,12,JR,G,6-2,181.0,"Compton, CA",St. John Bosco (CA),,"2.4 Pts, 2.0 Reb, 1.3 Ast",Jackson State
Mike Williams,11,FR,G,6-2,176.0,"Gluckstadt, MS",Jackson Academy (MS); Germantown (MS),,"5.5 Pts, 2.3 Reb, 0.8 Ast",Jackson State
Kobe Butler,21,FR,F,6-7,201.0,"Marrero, LA",Archbishop Shaw (LA),,"1.8 Pts, 1.9 Reb, 0.1 Ast",Jackson State
Jalen Tatum,2,SR,G,6-4,189.0,"Pine Bluff, AR",Pine Bluff (AR),,"6.3 Pts, 3.0 Reb, 1.8 Ast",Jackson State
Deyan Kolev,9,FR,F,6-9,205.0,"Yambol, Bulgaria",Pierre de Coubertin Sports School (Bulgaria),,"1.0 Pts, 1.0 Reb, 0.1 Ast",Jackson State
Kedrick Simmons,7,FR,F,6-6,174.0,"Booneville, MS",Booneville (MS),,"1.6 Pts, 1.8 Reb, 0.5 Ast",Jackson State
Ebo Wilson,10,SO,C,6-10,275.0,"Accra, Ghana",Ridgeland (MS),,"0.5 Pts, 1.9 Reb, 0.3 Ast",Jackson State
Cael Jones,13,FR,G,6-1,149.0,"Southaven, MS",Southaven (MS),,"0.6 Pts, 0.4 Reb, 0.0 Ast",Jackson State
Keiveon Hunt,5,SR,G,5-11,176.0,"Jackson, MS",Callaway (MS),,,Jackson State
Hayden Wood,8,FR,G,6-4,205.0,"Springdale, AR",Har-ber (AR),,"10.6 Pts, 3.1 Reb, 1.1 Ast",Jacksonville
Jaylen Jones,2,JR,G,6-1,160.0,"Nashville, TN",East Magnet (TN),,"9.8 Pts, 3.0 Reb, 2.3 Ast",Jacksonville
Chris Lockett,11,SO,G,6-4,205.0,"New Orleans, LA",Isidore Newman School (LA),,"8.6 Pts, 2.8 Reb, 1.5 Ast",Jacksonville
Donovan Rivers,33,JR,F,6-9,220.0,"Columbia, SC",Ridge View (SC); The Skill Factory (GA),,"8.6 Pts, 4.6 Reb, 0.7 Ast",Jacksonville
Jason Thirdkill,31,SR,F,6-7,189.0,"Detroit, MI",iSchool of Lewisville (TX),,"7.8 Pts, 4.9 Reb, 0.6 Ast",Jacksonville
Chris Arias,1,SO,G,6-6,205.0,"Jacksonville, FL",Providence (FL),,"7.5 Pts, 2.4 Reb, 0.7 Ast",Jacksonville
Evan Sterck,34,FR,G,6-1,180.0,"St. Louis, MO",The Rock (FL),,"7.0 Pts, 2.1 Reb, 3.2 Ast",Jacksonville
Charles Caporaso,22,SO,C,7-0,235.0,"Lake Mary, FL",Circle Christian (FL),,"4.6 Pts, 2.5 Reb, 0.3 Ast",Jacksonville
Allen Udemadu,14,SR,F,6-10,235.0,"Lagos, Nigeria",SPIRE Institute (OH),,"3.6 Pts, 2.3 Reb, 0.2 Ast",Jacksonville
Jaylen Jordon,0,SR,F,6-8,235.0,"Hilliard, FL",Hilliard (FL),,"3.6 Pts, 3.0 Reb, 0.4 Ast",Jacksonville
Enrico Borio,23,SO,F,6-5,225.0,"Curitiba, Brazil",North Broward Prep (FL),,"3.3 Pts, 2.1 Reb, 0.6 Ast",Jacksonville
Michael Harper,9,FR,G,6-3,195.0,"Jasper, FL",Hamilton County (FL),,"2.9 Pts, 1.0 Reb, 0.6 Ast",Jacksonville
Simon Wheeler,10,SR,G,5-10,165.0,"Detroit, MI",Phoenix Prep (AZ),,"1.4 Pts, 0.6 Reb, 1.6 Ast",Jacksonville
Lamont Jackson,6,SO,G,6-1,165.0,"Columbia, SC",C. A. Johnson (SC),,"2.3 Pts, 0.5 Reb, 0.3 Ast",Jacksonville
Roman Loux,12,FR,G,6-0,165.0,"St. Augustine, FL",Tocoi Creek (FL),,"2.0 Pts, 0.0 Reb, 0.0 Ast",Jacksonville
Anakin Brown,4,SO,G,6-3,170.0,"Jacksonville, FL",Beachside High School (FL),,"1.7 Pts, 2.0 Reb, 1.0 Ast",Jacksonville
Tito Deng,5,JR,F,6-11,186.0,"Twic, South Sudan",Solid Rock Academy (GA); Carolina Basketball Academy (GA),,"0.0 Pts, 0.0 Reb, 0.0 Ast",Jacksonville
Mostapha El Moutaouakkil,23,SR,G,6-6,195.0,"Rabat, Morocco",Eaglecrest (CO),,"18.3 Pts, 7.2 Reb, 1.4 Ast",Jacksonville State
AC Bryant,0,SR,G,6-3,185.0,"Shreveport, LA",Captain Shreve (LA),,"12.8 Pts, 4.2 Reb, 1.0 Ast",Jacksonville State
JaCoby Hill,2,FR,G,6-4,200.0,"Phenix City, AL",Central Phenix City (AL),,"9.2 Pts, 3.5 Reb, 1.5 Ast",Jacksonville State
Emondrek Erkins-Ford,13,JR,F,6-9,220.0,"Chicago, IL",Bloom Trail (IL),,"8.3 Pts, 3.8 Reb, 1.0 Ast",Jacksonville State
Jaye Nash,3,SO,G,6-3,195.0,"Memphis, TN",Briarcrest Christian School (TN); McEachern (GA),,"5.4 Pts, 2.5 Reb, 4.0 Ast",Jacksonville State
Marcus Fitzgerald,1,SR,G,6-2,175.0,"Nashville, TN",Pearl-Cohn HS,,"5.5 Pts, 1.5 Reb, 1.0 Ast",Jacksonville State
Jamar Franklin,11,SR,G,6-2,175.0,"Cocoa, FL",Rockledge (FL),,"5.1 Pts, 1.7 Reb, 0.4 Ast",Jacksonville State
Iaroslav Niagu,99,JR,F,7-0,215.0,"Krasnodar, Russia",Krasnodar Boarding School (Russia); NBA Global Academy,,"4.4 Pts, 4.9 Reb, 1.0 Ast",Jacksonville State
Toby Nnadozie,7,SR,G,6-3,185.0,"Baltimore, MD",Our Lady of Mount Carmel (MD),,"2.3 Pts, 1.4 Reb, 0.5 Ast",Jacksonville State
Aitor Anabitarte,21,SR,F,6-8,225.0,"Lasarte-Oria, Spain",Oriarte (Spain),,"2.4 Pts, 2.1 Reb, 0.6 Ast",Jacksonville State
Bencao Vungo,5,JR,G,6-5,207.0,"Chitato, Angola",Southern Coast Academy (FL),,"4.0 Pts, 6.4 Reb, 0.5 Ast",Jacksonville State
Thomas Tut,42,SR,F,6-9,210.0,"Juba, South Sudan",North Central Texas Academy (TX); Solid Rock Academy (GA),,"2.4 Pts, 1.3 Reb, 0.2 Ast",Jacksonville State
Connor Loy,14,FR,G,5-11,180.0,"Columbia, KY",Adair County (KY),,"1.3 Pts, 0.3 Reb, 0.7 Ast",Jacksonville State
Aidan Driggers,4,SR,F,6-6,215.0,"Oneonta, AL",Appalachian (AL),,"0.6 Pts, 0.6 Reb, 0.0 Ast",Jacksonville State
Jordan Vick,8,FR,G,5-10,160.0,"Rocky Mount, NC",Southern Nash (NC); Word of God Christian Academy (NC),,,Jacksonville State
Justin McBride,21,JR,F,6-8,230.0,"Plano, TX",Plano (TX),,"16.4 Pts, 5.7 Reb, 1.4 Ast",James Madison
Cliff Davis,10,SR,G,6-2,185.0,"Thomasville, GA",Thomasville (GA),,"14.2 Pts, 2.8 Reb, 1.8 Ast",James Madison
Bradley Douglas,2,SR,G,6-1,180.0,"Eustis, FL",Eustis (FL),,"12.4 Pts, 1.9 Reb, 3.9 Ast",James Madison
Gabe Newhof,33,SR,F,6-9,236.0,"Hudsonville, MI",Unity Christian (MI),,"7.8 Pts, 3.6 Reb, 0.4 Ast",James Madison
Eddie Ricks,3,JR,F,6-7,205.0,"Clarksville, TN",Clarksville Academy (TN),,"7.3 Pts, 6.0 Reb, 1.6 Ast",James Madison
Preston Fowler,13,FR,F,6-8,227.0,"Vernon, CT",Brewster Academy (NH),,"5.9 Pts, 4.4 Reb, 0.9 Ast",James Madison
Christian Brown,0,FR,F,6-8,236.0,"Franklin, TN",Franklin (TN),,"2.8 Pts, 3.9 Reb, 0.4 Ast",James Madison
Eli Wilborn,25,JR,F,6-8,215.0,"Middletown, CT",Middletown (CT),,"2.3 Pts, 3.0 Reb, 0.2 Ast",James Madison
Paul Jones,1,SO,G,6-4,170.0,"Suffolk, VA",Combine Academy (NC),,"2.8 Pts, 0.9 Reb, 0.7 Ast",James Madison
Kose Egbule,12,SR,G,6-2,195.0,"Houston, TX",North Shore (TX),,"2.9 Pts, 1.8 Reb, 1.7 Ast",James Madison
Paul Lewis,11,SR,G,6-2,170.0,"Woodbridge, VA",Bishop O'Connell (VA),,"2.5 Pts, 0.9 Reb, 1.8 Ast",James Madison
Ike Cornish,23,SR,G,6-6,185.0,"Baltimore, MD",Legacy Charter HS,,"3.5 Pts, 2.3 Reb, 0.7 Ast",James Madison
Justin Taylor,5,SR,G,6-6,205.0,"Charlottesville, VA",St. Anne's-Belfield (VA); IMG Academy (FL),,"1.1 Pts, 0.6 Reb, 0.2 Ast",James Madison
Chance Lundy,4,SR,G,6-0,170.0,"Woodbridge, VA",Colgan (VA),,,James Madison
Josh Stephen,15,SR,G,6-0,165.0,"Virginia Beach, VA",Salem (VA),,,James Madison
Flory Bidunga,40,SO,F,6-9,220.0,"Kinshasa, Democratic Republic of the Congo",Kokomo (IN),18 (2024),"14.5 Pts, 9.2 Reb, 1.6 Ast",Kansas
Melvin Council,14,SR,G,6-4,185.0,"Rochester, NY","University Prep (Rochester, NY)",,"13.8 Pts, 4.8 Reb, 5.2 Ast",Kansas
Tre White,3,SR,G,6-7,210.0,"Dallas, TX",Little Elm (TX); Milwaukee Washington (WI); Prolific Prep (CA),35 (2022),"13.8 Pts, 6.8 Reb, 1.9 Ast",Kansas
Darryn Peterson,22,FR,G,6-5,205.0,"Canton, OH",Cuyahoga Valley Christian (OH); Huntington Prep (WV); Napa Christian (CA),2 (2025),"20.0 Pts, 3.7 Reb, 1.5 Ast",Kansas
Bryson Tiller,15,FR,F,6-10,240.0,"Atlanta, GA",Pace Academy (GA); Overtime Elite (GA),85 (2025),"9.0 Pts, 6.2 Reb, 1.2 Ast",Kansas
Elmarko Jackson,13,JR,G,6-3,195.0,"Marlton, NJ",St. Augustine Prep (NJ); Academy of the New Church (PA); South Kent School (CT),20 (2023),"5.2 Pts, 1.9 Reb, 1.7 Ast",Kansas
Jamari McDowell,11,JR,G,6-4,180.0,"Houston, TX",Manvel (TX),,"3.8 Pts, 1.7 Reb, 1.3 Ast",Kansas
Kohl Rosario,7,FR,G,6-5,200.0,"Miami, FL",Moravian Prep (NC); Overtime Elite (GA),,"3.5 Pts, 1.4 Reb, 0.5 Ast",Kansas
Jayden Dawson,1,SR,G,6-4,185.0,"Omaha, NE",Omaha Central (NE),,"2.1 Pts, 0.8 Reb, 0.7 Ast",Kansas
Nginyu Ngala,0,SR,G,5-10,175.0,"Montréal, Canada",Vanier Prep (QC),,"1.8 Pts, 0.7 Reb, 0.3 Ast",Kansas
Paul Mbiya,34,FR,C,7-0,245.0,"Kinshasa, Democratic Republic of the Congo",ASVEL Basket (France),,"0.7 Pts, 1.1 Reb, 0.0 Ast",Kansas
Samis Calderon,6,FR,F,6-8,200.0,"Espírito Santo, Brazil",NBA Academy Latin America (Mexico); Overtime Elite (GA),,"0.4 Pts, 0.9 Reb, 0.3 Ast",Kansas
Wilder Evers,12,SR,G,6-3,190.0,"Birmingham, AL",Oak Mountain (AL),,"0.6 Pts, 0.4 Reb, 0.0 Ast",Kansas
Justin Cross,25,SR,G,6-8,200.0,"Oak Park, IL",Oak Park River Forest (IL),,"0.0 Pts, 0.2 Reb, 0.2 Ast",Kansas
Will Thengvall,21,SO,G,6-3,185.0,"Wichita, KS",Kapaun Mount Carmel Catholic (KS),,"0.0 Pts, 0.2 Reb, 0.0 Ast",Kansas
Corbin Allen,2,FR,G,6-5,175.0,"Kansas City, MO",Oak Park (MO),,,Kansas
U'Riyah Evans,2,JR,G,5-11,,"Killeen, TX",Harker Heights (TX),,"11.8 Pts, 2.7 Reb, 3.8 Ast",Kansas City
Karmello Branch,0,JR,G,6-4,,"Tampa, FL",Wharton (FL),,"12.5 Pts, 2.5 Reb, 1.3 Ast",Kansas City
Jayson Petty,1,JR,G,6-4,190.0,"Phoenix, AZ",Phoenix Prep (AZ),,"10.9 Pts, 4.2 Reb, 1.7 Ast",Kansas City
Kasheem Grady,7,SR,G,6-5,185.0,"Atlanta, GA",Mount Pisgah (GA),,"10.3 Pts, 3.3 Reb, 1.2 Ast",Kansas City
Jerome Palm,33,SR,F,6-10,215.0,"Almere, Netherlands",Echnaton (Netherlands),,"8.2 Pts, 6.4 Reb, 1.4 Ast",Kansas City
Chris Dockery,4,JR,F,6-6,185.0,"Las Vegas, NV",Centennial (NV); Middlebrooks Academy (CA),,"7.3 Pts, 6.3 Reb, 0.8 Ast",Kansas City
Addarin Scott,23,SR,F,6-9,207.0,"Dallas, TX",David W. Carter (TX),,"4.0 Pts, 3.0 Reb, 0.5 Ast",Kansas City
Shatner Booker-Lowery,8,JR,F,6-7,195.0,"Orlando, FL",Murietta Valley (CA),,"4.1 Pts, 1.7 Reb, 0.3 Ast",Kansas City
